2167.518333,3843.7988,85.66416667,125.2638172,116.135,180.0697023,4
1503.337187,6975.237336,16.69845857,68.55061422,21.31984586,116.9722078,3
22.78181818,398.5594027,2.578181818,24.5609727,1.378181818,27.08851592,1
191.2892102,1729.705862,16.02669633,112.4606705,23.43047831,273.3035269,1
5.32,10.90764258,0.24,0.597215762,0.72,1.696073898,4
919.4727273,1639.947416,59.85181818,105.4528294,53.01363636,119.101622,4
213.9508009,642.0123047,38.51258581,219.3167521,15.95995423,57.6136518,3
1591.571534,3898.884921,265.29941,659.4173143,162.8938053,539.604739,4
108.0672451,360.8317954,13.32754881,28.46032861,8.655097614,40.42540528,3
629.5916667,5233.826564,15.0775,88.49969863,86.57166667,445.0829779,2
813.6909091,9191.325345,6.424545455,44.36356883,9.933636364,69.31730103,1
18872.57,44124.84298,182.5409091,679.629918,125.7818182,570.4940659,3
13.79636364,73.24315013,1.394545455,2.240086293,0.774545455,2.297699778,3
90.26923077,691.1950657,1.120512821,3.624160535,1.197435897,3.983190075,3
917.115,1870.182745,24.136,51.73048954,63.945,147.9694324,4
557.2518757,1855.227277,11.79421222,15.47074245,63.93783494,115.4109768,4
547.3507143,3117.870839,54.50571429,174.3263466,41.94095238,475.3379088,2
335.7258333,1111.827886,43.59583333,96.93433019,26.44916667,45.44891366,4
29.45272727,86.91945872,2.485454545,9.760870018,1.961818182,11.97033018,3
1415.357857,8158.750057,10.54714286,59.08077659,5.732857143,47.98826465,2
7130.264615,14226.11659,93.66769231,278.9843071,281.8815385,1042.230477,4
303.3028571,4318.388688,4.542142857,32.68352278,7.027142857,50.31884733,1
238.3122363,2127.900709,3.700421941,17.96910366,1.53164557,10.83993962,2
80.29955099,696.5016835,4.512508018,25.04511342,4.831302117,32.35988492,2
39.58156028,87.21600083,3.992907801,5.524615635,2.382978723,6.402744472,4
1693.803235,6030.386954,6.811320755,22.21229222,3.555256065,13.3899536,3
822.712,6410.738189,68.209,377.3087372,482.692,12202.80009,1
7968.545111,111700.3056,121.443748,255.8361866,74.63240903,852.8356783,1
14312.11412,59799.03641,118.4114302,715.355194,101.8531605,645.277674,2
9421.587733,46525.09255,97.05669772,1436.273511,90.51004337,458.2242707,1
11560.71377,100470.2662,233.7496031,3315.750262,67.16390702,173.8295499,1
2712.768508,9799.922305,287.2342484,4246.851735,24.92586696,222.6323057,1
17774.33143,93023.95421,137.7300164,1682.531442,162.1921557,946.4011928,1
3830.046288,18210.52344,261.1997135,2712.116442,193.3671717,1670.103696,1
5125.022761,20162.49612,128.0393139,1890.399457,150.6049645,983.9745639,1
11766.82348,149485.8442,90.11011523,281.6744894,19.16681345,167.0264618,1
7650.716939,76554.93928,222.2125127,2585.899644,130.0228671,1559.49707,1
545.2526719,4460.653377,22.52675739,191.9041086,77.91891296,397.4848163,2
11109.08442,55757.55195,147.4381657,1499.726183,67.75459585,379.631721,1
16662.2328,186514.888,7.492239737,27.27248815,2.342698165,10.24438369,2
1548.608661,21903.8039,207.1550849,2168.266042,47.49578447,367.3825769,1
